Product,Company,Category,Units Sold,Revenue,Cost of Goods Sold,Profit,Purchase Date,Customer Name,Customer State,Customer City,Customer Zip Code,Order ID
Vodka,Pepsi,Alcoholic,825,6579,2399,4180,3/30/23,Alicia Gonzales,Iowa,Port Matthewhaven,92457,0-7082-4959-0
Beer,Pepsi,Alcoholic,590,3395,6421,-3026,1/27/21,Sandy Taylor,Montana,Port Terri,99128,0-608-56644-6
Beer,Dr. Pepper,Alcoholic,152,8452,5085,3367,8/11/20,Kristina Ellis,Hawaii,Joneshaven,97848,0-586-17538-5
Lemonade,Pepsi,Soft Drink,664,2284,3820,-1536,11/3/21,Roy Kelley,Delaware,North Alexmouth,24122,0-914473-04-2
Lemonade,Dr. Pepper,Soft Drink,935,2608,4369,-1761,6/10/21,Emily West,Connecticut,Livingstonport,97687,0-574-69088-3
Beer,Pepsi,Alcoholic,928,4717,3747,970,5/7/21,Jason Whitehead,New Mexico,East Richardmouth,7070,0-7790-4722-2
Cola,Coca-Cola,Soft Drink,532,3994,7217,-3223,6/4/21,Katherine Watts,Florida,New Rebeccamouth,71008,0-7970-6197-5
Beer,Coca-Cola,Alcoholic,932,5605,5662,-57,10/27/22,Jessica Gallegos,Missouri,East Susan,20021,1-70877-366-5
Lemonade,Coca-Cola,Soft Drink,857,1780,2408,-628,12/1/22,Madison Bauer,New Mexico,Dunnton,28839,0-87020-987-6
Green Tea,Dr. Pepper,Tea,276,4974,1355,3619,9/29/20,Michael Lewis,Oklahoma,Lake Kristin,3373,0-410-64506-0
Wine,Dr. Pepper,Alcoholic,855,3817,501,3316,9/1/21,Jeffrey Olson,Montana,North Ryan,71040,0-695-46066-8
Cola,Pepsi,Soft Drink,955,9694,6859,2835,9/2/21,Caleb Cherry,Oregon,West Shanefort,96732,1-61010-041-7
Coffee,Pepsi,Coffee,171,6581,7170,-589,2/11/20,Charles Bean,Utah,Nicholasport,21920,0-653-09524-4
Black Tea,Dr. Pepper,Tea,141,9043,4490,4553,1/14/20,Alex Taylor,North Carolina,Peterburgh,58073,0-12-906842-X
Herbal Tea,Coca-Cola,Tea,871,6470,5576,894,6/20/22,Deborah Rose,Massachusetts,New Mary,2897,0-7574-6395-9
Herbal Tea,Coca-Cola,Tea,202,4576,3195,1381,1/16/23,Seth Anderson,Utah,New Christopher,49114,1-4375-5738-4
Cola,Coca-Cola,Soft Drink,457,3842,3741,101,8/19/22,Julie Zimmerman,Nebraska,Cherylborough,33941,1-209-37632-6
Coffee,Coca-Cola,Coffee,369,1105,5902,-4797,11/22/20,Courtney Alexander,Indiana,South Nicholas,20925,1-4529-4025-8
Lemonade,Pepsi,Soft Drink,926,6605,6725,-120,6/24/21,Scott Lopez,Maine,South Jessicamouth,93268,0-391-43724-0
Herbal Tea,Pepsi,Tea,986,3583,3966,-383,7/27/21,David Nelson,Maryland,South Tammyborough,2818,1-313-50342-8
Cola,Coca-Cola,Soft Drink,809,5961,608,5353,9/18/22,Samantha Bolton,New Jersey,Hernandeztown,39439,1-02-089448-2
Lemonade,Pepsi,Soft Drink,552,1204,2412,-1208,3/22/20,Rhonda Jackson,Idaho,East Jeffrey,65789,1-86888-689-1
Herbal Tea,Pepsi,Tea,796,9708,4726,4982,3/3/22,Priscilla Thompson,Kansas,Hernandezview,59345,0-388-46578-6
Coffee,Pepsi,Coffee,541,6657,3219,3438,11/14/20,Kimberly Williams,Missouri,South Sean,16901,1-390-86686-6
Beer,Dr. Pepper,Alcoholic,471,1048,1601,-553,1/26/21,Misty Townsend,Wisconsin,Dayview,62575,1-76115-972-0
Beer,Dr. Pepper,Alcoholic,287,3693,4243,-550,11/22/22,Stephanie Smith,West Virginia,Kevinstad,4543,1-353-31118-X
Cola,Coca-Cola,Soft Drink,540,2643,1953,690,8/19/21,Christopher Hall,Maine,Santosmouth,28793,1-880823-42-X
Lemonade,Coca-Cola,Soft Drink,641,9586,4408,5178,12/7/21,David Clarke,Alabama,New Angela,6089,1-69957-477-4
Wine,Coca-Cola,Alcoholic,742,3098,2263,835,12/15/21,Cindy Smith,Illinois,West Robert,7801,0-475-71441-5
Herbal Tea,Coca-Cola,Tea,595,5308,5387,-79,5/2/20,Eric Marquez,New Mexico,Lake Susan,85587,1-5191-6672-9
Coffee,Pepsi,Coffee,824,5764,5045,719,10/7/20,Rebekah Benjamin,Tennessee,South Brandyburgh,44382,0-05-384462-9
Herbal Tea,Dr. Pepper,Tea,674,3796,7268,-3472,5/27/23,Mrs. Tina Weeks MD,Alabama,Sarahfort,81428,0-15-514720-X
Vodka,Coca-Cola,Alcoholic,836,4918,2711,2207,10/8/22,Tara Brennan DDS,Arizona,East Mallory,57321,1-122-94917-0
Vodka,Dr. Pepper,Alcoholic,643,6181,2006,4175,8/20/21,Karen Smith,Ohio,New Judy,33869,1-67221-807-1
Vodka,Coca-Cola,Alcoholic,920,9097,7798,1299,2/6/22,Matthew Evans,Wyoming,Prestonberg,82071,0-09-993387-X
Herbal Tea,Dr. Pepper,Tea,221,1211,5306,-4095,9/11/21,Ryan Ward,South Carolina,South Jack,13706,0-675-35328-9
Black Tea,Coca-Cola,Tea,813,7177,4453,2724,4/9/22,Robert Rivers,Alaska,New Brianton,72048,1-5193-5487-8
Coffee,Pepsi,Coffee,906,3460,1967,1493,9/1/20,Erica Carpenter,Nebraska,Christopherland,99916,1-296-51444-7
Energy Drink,Pepsi,Soft Drink,201,2321,1826,495,4/22/21,William Farley,Alabama,Port Christopherfurt,60813,1-70804-816-2
Vodka,Coca-Cola,Alcoholic,870,3041,1869,1172,1/31/23,Robert Russo,New Hampshire,Kingview,97819,0-589-62978-6
Black Tea,Dr. Pepper,Tea,147,8289,6444,1845,7/13/20,Samantha Cruz,Virginia,Brownburgh,98349,0-212-70745-0
Herbal Tea,Dr. Pepper,Tea,517,1009,4446,-3437,1/25/23,Lauren Jones,South Carolina,Emilybury,70738,1-4178-9080-0
Beer,Coca-Cola,Alcoholic,816,2917,5284,-2367,12/23/20,David Wang,Wyoming,New Derrick,68095,1-936900-14-9
Herbal Tea,Coca-Cola,Tea,700,6547,6829,-282,6/22/20,Amanda Nguyen,Idaho,East Christopherberg,31397,0-552-58910-1
Lemonade,Coca-Cola,Soft Drink,916,7399,3645,3754,4/22/21,Lisa Preston,New Hampshire,Johnshire,82120,1-128-83210-0
Beer,Coca-Cola,Alcoholic,782,6484,6528,-44,6/3/23,Gerald Rich,Virginia,Robertsbury,58485,1-5155-6781-8
Herbal Tea,Dr. Pepper,Tea,158,5215,5326,-111,1/6/22,Kyle Ramirez,Wisconsin,Jenniferville,66106,1-4201-7962-4
Vodka,Coca-Cola,Alcoholic,788,6108,2202,3906,10/2/20,Amber Graham,Louisiana,Rachelburgh,99269,0-225-62791-4
Cola,Dr. Pepper,Soft Drink,594,6422,7462,-1040,6/19/20,Richard Sanchez,Delaware,West Patrick,6227,0-643-91646-6
Coffee,Coca-Cola,Coffee,617,8487,7636,851,7/29/22,Brandon Jones,Texas,Buckbury,20029,1-07-046361-2
Cola,Coca-Cola,Soft Drink,626,8864,2895,5969,4/29/22,Bradley Stuart,Missouri,Carolineburgh,29060,0-297-74119-5
Green Tea,Pepsi,Tea,599,8461,5369,3092,10/21/22,Christopher Walton,West Virginia,Ryanport,3742,1-899847-61-8
Black Tea,Dr. Pepper,Tea,946,4858,7103,-2245,12/27/21,Morgan Flores,Wisconsin,Lake Davidmouth,66576,1-4008-5515-2
Green Tea,Coca-Cola,Tea,534,2549,5151,-2602,3/28/23,Angela Flores,Indiana,Zacharyshire,1067,0-569-74921-2
Wine,Pepsi,Alcoholic,432,6160,5549,611,8/5/20,Katherine Alvarado,Georgia,New Lisamouth,82803,0-88327-711-5
Herbal Tea,Coca-Cola,Tea,224,8606,2681,5925,1/11/21,Cameron Nguyen,Nevada,North Lisa,10998,0-213-14168-X
Wine,Pepsi,Alcoholic,142,3525,3900,-375,8/9/22,Thomas Hall,Montana,Port Jessehaven,82719,1-86237-827-4
Coffee,Dr. Pepper,Coffee,100,3848,7619,-3771,2/13/20,Tyler Franco,West Virginia,Waltonberg,3570,1-4520-5402-9
Wine,Coca-Cola,Alcoholic,603,8867,7099,1768,5/21/23,Denise Gonzalez,Kansas,Port Nicholasburgh,65181,1-394-88434-6
Cola,Coca-Cola,Soft Drink,442,5530,2353,3177,11/18/21,Timothy Vargas,Maryland,Phillipton,72626,0-06-722076-2
Energy Drink,Coca-Cola,Soft Drink,511,4211,4817,-606,2/1/23,Jessica Johnson,North Carolina,Lake Susanmouth,81157,0-526-32810-X
Lemonade,Dr. Pepper,Soft Drink,716,4236,3866,370,4/30/23,Dr. Michael Chambers,Virginia,Lake Nicholastown,28133,0-560-96659-8
Green Tea,Pepsi,Tea,414,6032,2310,3722,5/23/20,Brittany Bishop,California,South Samantha,7371,0-13-774912-0
Coffee,Coca-Cola,Coffee,267,7364,565,6799,8/12/22,Justin Anthony,Rhode Island,Brownshire,19959,1-953226-86-8
Coffee,Pepsi,Coffee,241,5391,1229,4162,7/24/21,Miss Denise Ford,Mississippi,East Dorothyfurt,82528,0-01-284144-7
Lemonade,Coca-Cola,Soft Drink,976,9181,767,8414,12/11/21,Julie Velasquez,Kentucky,East Jeffrey,73048,1-82373-341-7
Beer,Pepsi,Alcoholic,667,8844,5100,3744,11/5/22,Debra Walker,Utah,Sarahmouth,2839,1-67565-266-X
Vodka,Dr. Pepper,Alcoholic,433,2700,7025,-4325,10/27/22,Sierra Kemp,New Jersey,Alvarezfurt,21506,1-81722-782-3
Beer,Dr. Pepper,Alcoholic,129,2916,3915,-999,7/27/20,Pamela Nguyen,Idaho,Tylerburgh,83298,0-13-259291-6
Beer,Dr. Pepper,Alcoholic,838,5707,4263,1444,1/14/21,Jacob Watkins,Mississippi,Deborahville,30951,1-85480-166-X
Black Tea,Pepsi,Tea,618,2088,3527,-1439,11/15/21,Jamie Wright,Nebraska,Thomasville,10046,1-05-322107-X
Vodka,Coca-Cola,Alcoholic,490,9298,4702,4596,6/16/22,Dana Salinas,Maine,New Jeffreyburgh,82359,1-104-41290-X
Cola,Dr. Pepper,Soft Drink,768,3919,7181,-3262,12/10/21,Christopher Lowery,Minnesota,West Andreachester,31185,1-239-38482-3
Beer,Coca-Cola,Alcoholic,432,9962,7993,1969,3/24/20,Hannah Hogan,Illinois,Robertsshire,62032,0-7037-2960-8
Green Tea,Coca-Cola,Tea,883,1595,3573,-1978,5/25/23,Nicole Lopez,Tennessee,Tinachester,2912,1-76619-401-X
Cola,Coca-Cola,Soft Drink,662,5463,4419,1044,1/1/23,Diana Larson,Hawaii,Lindachester,7387,0-05-979358-9
Energy Drink,Pepsi,Soft Drink,394,5311,4866,445,8/24/21,Nicole Adkins,Massachusetts,Parrishbury,35228,1-149-79264-7
Green Tea,Pepsi,Tea,203,8193,7998,195,5/29/23,Danielle Roman,Nevada,Garzastad,48111,1-125-56206-4
Coffee,Dr. Pepper,Coffee,740,8712,5482,3230,10/12/21,Donna Hall,New Jersey,Tranton,6198,0-10-790165-X
Green Tea,Pepsi,Tea,871,4888,6217,-1329,7/4/23,Shannon Villanueva,Utah,Port Cheyenne,96821,0-275-67532-7
Vodka,Pepsi,Alcoholic,740,3785,7136,-3351,2/19/20,Shane Taylor,New Mexico,South Steven,54264,0-10-290851-6
Herbal Tea,Pepsi,Tea,281,6202,1682,4520,9/29/22,Anna Tran,Colorado,North Ryantown,99597,0-339-40373-X
Green Tea,Dr. Pepper,Tea,186,7416,1190,6226,12/24/22,Blake Weber,Delaware,West Terri,33877,0-250-50038-8
Green Tea,Dr. Pepper,Tea,745,2331,5651,-3320,5/22/22,Gina Sanchez,Texas,Lake Adammouth,3445,1-02-181400-8
Coffee,Coca-Cola,Coffee,279,3853,6919,-3066,6/5/21,Miguel Lewis,Oklahoma,North Meagan,4123,0-19-318316-1
Green Tea,Dr. Pepper,Tea,610,6072,879,5193,5/14/21,Andrew Garrison,Ohio,South Christopher,35916,0-12-885569-X
Green Tea,Pepsi,Tea,649,3404,1415,1989,5/7/21,Troy Wood,Utah,South Anthonyshire,81016,0-615-58146-3
Black Tea,Pepsi,Tea,761,2404,5209,-2805,5/19/20,Taylor Gray,Delaware,North Vanessa,67501,0-86234-416-6
Coffee,Dr. Pepper,Coffee,837,3907,1015,2892,8/3/21,Brandy Walker,Massachusetts,Jasonmouth,28823,0-209-69759-8
Coffee,Pepsi,Coffee,633,2300,7017,-4717,7/23/23,Mark Gilbert,Vermont,Brownberg,85484,1-143-88448-5
Coffee,Dr. Pepper,Coffee,485,6540,5199,1341,2/10/20,Carlos Ford,New Mexico,North Sheilatown,6241,0-583-93024-7
Lemonade,Pepsi,Soft Drink,688,4448,6455,-2007,6/12/20,Timothy Cobb,New Mexico,North Margarettown,38740,0-567-57623-X
Green Tea,Coca-Cola,Tea,617,7249,3977,3272,8/29/21,Samantha Graham,South Carolina,West Katie,29260,0-7748-3544-3
Cola,Pepsi,Soft Drink,269,6484,5919,565,1/4/21,Sheila Holmes,North Carolina,Whitestad,20004,0-01-287720-4
Lemonade,Dr. Pepper,Soft Drink,567,1732,1030,702,3/3/21,Christopher Richardson,Nebraska,Christinabury,2322,1-955696-49-7
Cola,Pepsi,Soft Drink,357,4493,7674,-3181,12/29/22,Anne Mullins,Vermont,Sabrinaport,94537,1-05-480165-7
Coffee,Dr. Pepper,Coffee,407,3245,5295,-2050,3/28/20,Stephanie Scott,North Carolina,Kennethton,6062,1-55275-682-3
Herbal Tea,Coca-Cola,Tea,113,3647,1703,1944,11/7/22,Teresa Smith,Tennessee,Ryanhaven,73027,0-11-451595-6
Black Tea,Coca-Cola,Tea,246,3575,4226,-651,2/15/21,Steven Ward,Pennsylvania,West Lindsay,86307,0-09-841865-3
Cola,Dr. Pepper,Soft Drink,410,8483,5966,2517,5/5/23,Jacob Shepherd,Missouri,North Amandastad,97281,1-86892-982-5
Lemonade,Coca-Cola,Soft Drink,965,3569,7127,-3558,10/9/20,Laura Morris,Vermont,South Christopherchester,31290,1-04-997184-1
Coffee,Dr. Pepper,Coffee,613,9732,4173,5559,4/2/23,Jennifer Crawford,Kansas,North Nicoleton,73195,1-169-34154-3
Vodka,Pepsi,Alcoholic,271,8608,698,7910,1/2/21,Denise Garcia,Texas,North Courtneyburgh,62216,0-09-102499-4
Green Tea,Pepsi,Tea,782,5138,7124,-1986,4/3/23,Sandra Chapman,Maryland,Garciafort,3781,0-8286-5965-6
Energy Drink,Pepsi,Soft Drink,344,7691,1615,6076,5/13/23,Brendan Norton,Montana,Johnsonfurt,3824,1-4777-6411-9
Coffee,Dr. Pepper,Coffee,177,1243,6154,-4911,11/17/20,Amy Nelson,Tennessee,Port Kennethchester,97678,1-271-88451-8
Coffee,Pepsi,Coffee,889,9348,4661,4687,2/13/22,Rebecca Bernard,Mississippi,East Patrickborough,10786,1-85547-479-4
Black Tea,Dr. Pepper,Tea,378,4485,3506,979,8/20/20,Nicholas Tanner,Minnesota,West Laura,81554,0-8493-1585-9
Lemonade,Dr. Pepper,Soft Drink,699,5694,6508,-814,3/12/20,Christopher Mcdonald,Louisiana,South Bradleychester,81108,0-425-16083-1
Cola,Coca-Cola,Soft Drink,903,6061,781,5280,10/9/20,Dakota Wood,Hawaii,Johnsonton,96073,1-301-00018-3
Vodka,Dr. Pepper,Alcoholic,899,8871,6174,2697,10/31/21,Jennifer Floyd,Texas,South Elizabeth,56689,0-8236-5026-X
Herbal Tea,Coca-Cola,Tea,652,9990,1599,8391,2/19/21,Brittany Bishop,Idaho,Jackberg,47817,0-923474-31-5
Cola,Pepsi,Soft Drink,728,1848,2727,-879,5/21/20,Miss Robin Green,New Mexico,West Elizabeth,39096,0-300-00139-8
Herbal Tea,Coca-Cola,Tea,104,3302,3638,-336,7/5/23,Jamie Grant,New Jersey,Ritaborough,96750,1-4527-5573-6
Herbal Tea,Pepsi,Tea,1000,4818,1677,3141,5/14/22,Yvonne Oneal,North Carolina,South Joeltown,54920,0-08-609944-2
Coffee,Pepsi,Coffee,278,6343,1398,4945,1/22/20,Stephanie Cordova,South Dakota,Port Nicholas,20032,0-12-904268-4
Black Tea,Pepsi,Tea,699,4406,2764,1642,10/5/20,Ashley West,Massachusetts,South Jamesfort,58599,0-220-42054-8
Green Tea,Dr. Pepper,Tea,845,6883,5142,1741,8/18/22,William Blackwell,Georgia,New Ericberg,54675,0-06-771748-9
Coffee,Coca-Cola,Coffee,207,3898,5012,-1114,12/8/21,Amy Cantrell,Illinois,Martinfurt,80086,0-596-48086-5
Green Tea,Dr. Pepper,Tea,452,9651,5240,4411,6/14/21,Regina Wells,Texas,East Christinechester,19708,0-8425-2559-9
Black Tea,Pepsi,Tea,138,8491,2357,6134,7/10/23,Dr. Paul Coleman,North Carolina,North Sydneyberg,30847,0-347-65848-2
Lemonade,Pepsi,Soft Drink,512,7193,7251,-58,12/3/21,Zachary Miller,Nebraska,Hollowayville,11809,0-505-21058-4
Herbal Tea,Coca-Cola,Tea,870,8618,1214,7404,7/27/23,Jonathan Nunez,Vermont,Tonyfurt,57220,1-335-79550-2
Coffee,Coca-Cola,Coffee,368,4903,1313,3590,7/13/22,Jamie Taylor,Missouri,Laurenton,19919,1-275-63995-X
Beer,Dr. Pepper,Alcoholic,295,8467,1638,6829,1/28/20,Andrew Townsend II,Rhode Island,Pamelastad,73147,0-917564-07-3
Wine,Pepsi,Alcoholic,819,8508,6468,2040,5/3/21,David Good,West Virginia,South Toddfort,34645,1-5386-9066-7
Energy Drink,Pepsi,Soft Drink,968,4532,4222,310,5/24/21,Melanie Hart,Montana,South Ryan,72202,0-254-67958-7
Vodka,Pepsi,Alcoholic,997,1871,7993,-6122,2/25/20,James Smith,North Dakota,West Erinville,33306,1-4008-1274-7
Energy Drink,Pepsi,Soft Drink,336,8127,4213,3914,3/28/21,Crystal Williams,New York,Muellerborough,73063,1-959898-63-9
Lemonade,Coca-Cola,Soft Drink,894,4547,6712,-2165,6/15/22,Stephen Skinner,Missouri,North Douglas,5077,0-947053-86-7
Herbal Tea,Pepsi,Tea,151,9341,3518,5823,12/9/22,Renee Mercer,California,New Zachary,3920,0-16-752828-9
Beer,Dr. Pepper,Alcoholic,316,2671,5126,-2455,5/6/23,Cody Lyons,Delaware,New Nicole,95316,0-16-305724-9
Vodka,Coca-Cola,Alcoholic,116,7335,6076,1259,12/13/22,Joshua Copeland,Ohio,Port Angelica,30830,1-365-45526-2
Black Tea,Coca-Cola,Tea,461,6147,7621,-1474,11/24/20,Harold Harris,North Carolina,Matthewside,37321,1-70084-203-X
Coffee,Coca-Cola,Coffee,376,6991,3432,3559,8/27/22,Edward Woods,Kentucky,Courtneyborough,66756,0-04-307252-6
Lemonade,Coca-Cola,Soft Drink,993,6969,2789,4180,5/3/23,Peter Castillo,Arizona,West Ricardo,23064,0-366-42387-8
Herbal Tea,Coca-Cola,Tea,221,3075,1894,1181,1/25/22,Christopher Dominguez,North Carolina,North Jessicafort,44871,0-641-31372-1
Beer,Coca-Cola,Alcoholic,203,6281,1798,4483,8/28/20,Anita Kelley,Washington,West Calebville,97034,0-08-629599-3
Black Tea,Coca-Cola,Tea,506,6111,879,5232,1/17/23,Marissa Phillips,Maryland,West Nicholas,22735,1-75320-079-2
Herbal Tea,Pepsi,Tea,749,4904,4904,0,1/15/21,Bianca Meyer,North Carolina,Murphyland,31062,0-02-751252-5
Beer,Dr. Pepper,Alcoholic,634,1486,1896,-410,8/31/22,Wayne Long,Indiana,New Allenbury,96726,1-80655-684-7
Wine,Pepsi,Alcoholic,363,6737,1301,5436,3/25/23,William Cooke,Tennessee,Lake Nicholas,17796,1-180-48812-1
Coffee,Coca-Cola,Coffee,103,3510,7852,-4342,7/5/20,Jessica Cannon,New Mexico,Mosesfurt,29074,1-870066-00-6
Green Tea,Dr. Pepper,Tea,180,1124,7455,-6331,6/11/20,Lori Chavez,Utah,North Rebecca,5285,0-513-73290-X
Cola,Coca-Cola,Soft Drink,944,9270,5139,4131,4/19/23,Brian Fernandez,Arizona,Stokesmouth,34885,1-903081-80-7
Beer,Pepsi,Alcoholic,289,1127,1661,-534,11/12/21,Maria Lambert,Virginia,West Angelabury,96838,1-333-42891-X
Coffee,Pepsi,Coffee,325,6464,5973,491,9/29/21,Barbara Grant,Arizona,Jasmineburgh,65097,1-885517-20-3
Energy Drink,Dr. Pepper,Soft Drink,917,4606,515,4091,2/19/21,Tracey Graham,Idaho,Griffintown,59742,1-08-478420-3
Lemonade,Dr. Pepper,Soft Drink,390,9975,4196,5779,4/8/22,Jonathan Espinoza,California,Knightside,26149,1-01-916486-7
Energy Drink,Dr. Pepper,Soft Drink,676,9675,4472,5203,4/1/23,Tyler West,Idaho,Derekton,16499,0-553-06307-3
Cola,Dr. Pepper,Soft Drink,781,2011,2893,-882,6/8/23,David Hardy,Florida,South Joseph,95971,1-55658-250-1
Wine,Coca-Cola,Alcoholic,948,8620,3930,4690,12/1/20,Tara Ortiz,Ohio,Melissafurt,72905,0-258-49502-2
Energy Drink,Coca-Cola,Soft Drink,488,5687,5943,-256,8/24/22,Mary Vega,Idaho,New Denise,65343,1-4626-8347-9
Beer,Coca-Cola,Alcoholic,271,6756,7312,-556,9/20/22,Chelsea Carpenter,Mississippi,Pattonfort,2323,0-13-744864-3
Lemonade,Dr. Pepper,Soft Drink,776,3933,5124,-1191,12/12/20,Randall Allen,Wisconsin,Sandersborough,4573,0-425-55678-6
Lemonade,Coca-Cola,Soft Drink,683,1919,2474,-555,1/24/22,Heather Schaefer,Nebraska,Derekmouth,87020,0-920856-30-6
Lemonade,Pepsi,Soft Drink,954,6431,3069,3362,3/14/23,Bryan Holmes,Tennessee,South Joseland,66126,0-7132-4454-2
Coffee,Pepsi,Coffee,471,5485,1853,3632,5/14/21,Kim Banks,South Carolina,West Austin,33129,1-338-80072-8
Lemonade,Coca-Cola,Soft Drink,165,5896,1806,4090,4/9/22,Jennifer Miller,Utah,Castrochester,96748,1-01-634395-7
Coffee,Dr. Pepper,Coffee,498,2118,6459,-4341,4/1/20,Ms. Samantha Smith,Maine,Ingramchester,76504,1-5041-7529-8
Energy Drink,Dr. Pepper,Soft Drink,150,7810,3432,4378,3/1/22,Erin Webb,Massachusetts,Darryltown,85577,0-922311-29-3
Black Tea,Pepsi,Tea,921,3727,2518,1209,12/11/20,Theresa Jones,South Carolina,Chaseton,66266,0-301-51544-1
Lemonade,Coca-Cola,Soft Drink,131,2910,7130,-4220,12/15/20,Danny Mitchell,Alaska,Michaelton,5009,1-61793-899-8
Wine,Coca-Cola,Alcoholic,398,7533,3572,3961,5/22/21,Jeremy Willis,Rhode Island,East Nancy,19893,1-5232-8752-7
Beer,Dr. Pepper,Alcoholic,318,5148,1649,3499,8/23/22,Joseph Perez,Iowa,East Cheryl,58634,0-8009-1519-4
Wine,Coca-Cola,Alcoholic,635,1814,6410,-4596,4/21/21,Karen Newman,Iowa,Parksstad,16799,1-381-02122-0
Vodka,Coca-Cola,Alcoholic,425,4012,1054,2958,8/26/20,Amy Smith,Idaho,Port Jessicabury,20004,1-388-19061-3
Green Tea,Pepsi,Tea,111,6869,4709,2160,9/20/21,Robin Mueller,Indiana,Bryanborough,28173,0-451-29455-6
Green Tea,Pepsi,Tea,552,7884,2467,5417,4/30/21,Kristin Holt,Missouri,Burnston,20001,0-9862252-3-1
Vodka,Dr. Pepper,Alcoholic,655,1994,2578,-584,5/23/23,Gregory Barrett,Connecticut,Fisherhaven,45013,1-70213-091-6
Green Tea,Coca-Cola,Tea,329,8426,7205,1221,9/1/22,Michael Calhoun,Pennsylvania,Greenmouth,30292,0-85845-562-5
Herbal Tea,Coca-Cola,Tea,627,7204,4483,2721,12/1/21,Sherry Mann,Idaho,Lake Stephen,97146,0-05-844988-4
Vodka,Dr. Pepper,Alcoholic,286,4226,6261,-2035,4/1/20,Paul Villegas,Idaho,Brianshire,59363,1-4395-1579-4
Energy Drink,Coca-Cola,Soft Drink,560,8945,5226,3719,1/31/21,Wendy Ramirez,Maine,New Patrickville,73071,1-05-377724-8
Herbal Tea,Coca-Cola,Tea,537,4247,6205,-1958,3/23/22,Maria Sanchez,New York,Amyton,19701,1-343-01528-6
Herbal Tea,Coca-Cola,Tea,609,6097,2674,3423,10/7/20,Kari Willis,Nevada,East Wendyberg,72922,1-136-14599-0
Energy Drink,Dr. Pepper,Soft Drink,313,4081,6889,-2808,12/20/20,Nicholas Thomas,Wyoming,Davisburgh,68012,1-77383-704-4
Beer,Coca-Cola,Alcoholic,505,5175,6892,-1717,10/5/21,Brandi Gordon,Mississippi,Scottburgh,5484,1-5370-3046-9
Green Tea,Dr. Pepper,Tea,376,2412,1394,1018,2/7/23,Christopher Weaver,Ohio,Cherylmouth,47357,0-01-829294-1
Black Tea,Coca-Cola,Tea,494,3067,6353,-3286,6/5/21,Ms. Jessica Andrews,West Virginia,Lake Kevinbury,78785,1-62080-291-0
Green Tea,Dr. Pepper,Tea,994,5775,6238,-463,10/21/20,Brian Adams,Minnesota,East Michael,63819,1-75365-527-7
Energy Drink,Dr. Pepper,Soft Drink,217,9357,5671,3686,5/24/21,Chad Herrera,Tennessee,West Jessica,41686,0-563-20874-0
Green Tea,Dr. Pepper,Tea,306,1136,4367,-3231,3/15/20,Derrick Hogan,North Carolina,Port Ericamouth,56199,0-603-25188-9
Herbal Tea,Coca-Cola,Tea,848,7964,6443,1521,6/10/23,Jennifer Vance,Arizona,West Theresa,66497,0-19-025487-4
Wine,Dr. Pepper,Alcoholic,348,1650,7680,-6030,8/24/22,Christina Jones,Alabama,South Shannon,25541,0-14-605489-X
Lemonade,Pepsi,Soft Drink,561,4551,4075,476,8/28/21,Alison Robbins,Hawaii,West Diana,30039,1-4622-9074-4
Beer,Pepsi,Alcoholic,425,7765,5428,2337,4/2/22,Judy Blair,Ohio,Oliviaborough,2824,1-4922-5964-0
Wine,Dr. Pepper,Alcoholic,447,3795,3603,192,12/12/21,Crystal Newton,Colorado,Port Erintown,68021,1-4339-4091-4
Black Tea,Dr. Pepper,Tea,566,8880,2093,6787,8/8/20,Paul Roberson,Virginia,Sethfurt,82225,0-689-25689-2
Cola,Coca-Cola,Soft Drink,807,1554,3036,-1482,4/9/22,Julie Kelley,New Hampshire,Angelatown,55044,0-336-05077-1
Green Tea,Pepsi,Tea,888,1950,5029,-3079,3/14/20,Dawn Golden,North Carolina,Marioview,90268,1-222-60122-2
Coffee,Dr. Pepper,Coffee,606,1335,1740,-405,12/19/22,Anthony Hall,Virginia,South Bethshire,98722,1-116-05440-X
Coffee,Coca-Cola,Coffee,418,8767,6595,2172,5/19/20,Meghan Jimenez,Washington,North Patrick,66979,1-59902-426-8
Vodka,Dr. Pepper,Alcoholic,589,2555,4204,-1649,11/1/21,Lori Berry,Connecticut,New Nicholas,34078,0-227-53469-7
Coffee,Coca-Cola,Coffee,268,2118,7286,-5168,6/8/23,Austin Chan,Pennsylvania,Benjaminton,59021,1-4441-5826-0
Beer,Coca-Cola,Alcoholic,456,9383,4265,5118,3/1/22,Jamie Williams,Massachusetts,Michaelberg,50920,1-77831-521-6
Energy Drink,Coca-Cola,Soft Drink,453,2088,3343,-1255,7/23/22,Leonard Jones,Kentucky,Ellisburgh,73186,1-388-89341-X
Green Tea,Pepsi,Tea,996,1035,7542,-6507,10/17/21,Daniel Gibson,Arizona,Codystad,53187,1-4171-8448-5
Cola,Dr. Pepper,Soft Drink,1000,2548,1632,916,11/20/21,Pamela Lewis,West Virginia,East Dawnchester,2776,0-323-84568-1
Vodka,Pepsi,Alcoholic,270,3140,4104,-964,10/21/20,Travis Williams,Alabama,Gonzalezview,96870,1-56326-504-4
Beer,Dr. Pepper,Alcoholic,118,3284,3062,222,6/13/22,Tammy Mitchell,Oklahoma,North Rachel,81181,1-80834-987-3
